Subject,Business Scenario,Environment,Test Phase,Test Type,Test Case id,Test Case Description,Test Objective,Pre - Condition,Test Data,Description (design steps),Expected Result,Actual Result,Priority
Functional Testing\OOB\0114,Manage debit card assignment,T24Qa1,Functional Testing,Positive,OOB_114_05_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate to link to different access / limits ,"Customer No
Account No.
","Cust no
Account No.",Input required fields,System should allow differnt limits and access(Dr/Cr/Statement/POS/Atm),0.0,0.0
Functional Testing\OOB\0114,Manage debit card assignment,T24Qa1,Functional Testing,Positive,OOB_114_05_Step 3,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate to link to different access / limits ,"Customer No
Account No.
","Cust no
Account No.",Validate and Commit,System should allow differnt limits and access(Dr/Cr/Statement/POS/Atm),0.0,0.0
Functional Testing\OOB\0115,Manage debit card parameters,T24Qa1,Functional Testing,Positive,OOB_115_01_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow to update different cards table ,"Core card setup available
Version available","Cust no
Account No.",Input information on related parameters for card setup,System should allow to update/create different parameters for charges / type/ status,0.0,0.0
Functional Testing\OOB\0115,Manage debit card parameters,T24Qa1,Functional Testing,Positive,OOB_115_02_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,"Validate system allow different type of card setup for  deposits, withdrawals, bill payments, mini-statement",Version for input Available,"Cust no
Account No."," Input information on related parameters for card setup
",System should allow different type of cards category with selected option,0.0,0.0
Functional Testing\OOB\0115,Manage debit card parameters,T24Qa1,Functional Testing,Positive,OOB_115_02_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,"Validate system allow different type of card setup for  deposits, withdrawals, bill payments, mini-statement",Version for input Available,"Cust no
Account No.",Commit & Auth,System should allow different type of cards category with selected option,0.0,0.0
Functional Testing\OOB\0115,Manage debit card parameters,T24Qa1,Functional Testing,Positive,OOB_115_03_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow offline and online different limits,Version for input Available,"Cust no
Account No."," Input information on related parameters for card setup
",System should allow offline/online limits,0.0,0.0
Functional Testing\OOB\0115,Manage debit card parameters,T24Qa1,Functional Testing,Positive,OOB_115_03_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow offline and online different limits,Version for input Available,"Cust no
Account No.",Commit & Auth,System should allow offline/online limits,0.0,0.0
Functional Testing\OOB\0117,Manage debit card status,T24Qa1,Functional Testing,Positive,OOB_117_01_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,"Validate system allow different card status:
New Order
Available
Ready for use
Active
Cancelled
Damaged
Lost
Expired
",Parameters already setup for different conditions,Dr card info," input required status from dropdown list in card issuance version
",System should allow desire status,0.0,0.0
Functional Testing\OOB\0117,Manage debit card status,T24Qa1,Functional Testing,Positive,OOB_117_01_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,"Validate system allow different card status:
New Order
Available
Ready for use
Active
Cancelled
Damaged
Lost
Expired
",Parameters already setup for different conditions,Dr card info,change status,System should allow desire status,0.0,0.0
Functional Testing\OOB\0117,Manage debit card status,T24Qa1,Functional Testing,Positive,OOB_117_01_Step 3,Verify if inactive accounts can be activated after user initiated activity - reactivation,"Validate system allow different card status:
New Order
Available
Ready for use
Active
Cancelled
Damaged
Lost
Expired
",Parameters already setup for different conditions,Dr card info,validate and commit,System should allow desire status,0.0,0.0
Functional Testing\OOB\0117,Manage debit card status,T24Qa1,Functional Testing,Positive,OOB_117_02_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate after input Cancelled / lost /Expired system not validate the card,Cancelled / lost / Expire card,Dr card info,  Use cancelled / lost /expired card,System should not allow to use card (If ATM its should be capture by ATM),0.0,0.0
Functional Testing\OOB\0119,"Manage and Identify main holder of accounts, signing officers, representatives, power of attorney, etc.",T24Qa1,Functional Testing,Positive,OOB_119_01_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow to assign different Role as account holder,CIF No,CIF No,"Create arrangement with one of the Role from dropdown List
",System should allow role from list,0.0,0.0
Functional Testing\OOB\0119,"Manage and Identify main holder of accounts, signing officers, representatives, power of attorney, etc.",T24Qa1,Functional Testing,Positive,OOB_119_01_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow to assign different Role as account holder,CIF No,CIF No,validate,System should allow role from list,0.0,0.0
Functional Testing\OOB\0119,"Manage and Identify main holder of accounts, signing officers, representatives, power of attorney, etc.",T24Qa1,Functional Testing,Positive,OOB_119_02_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow Two different Role for same arrangement,CIF No,CIF No,"Create arrangement with one of the Role from dropdown List
",System should not allow two different role for same customer,0.0,0.0
Functional Testing\OOB\0119,"Manage and Identify main holder of accounts, signing officers, representatives, power of attorney, etc.",T24Qa1,Functional Testing,Positive,OOB_119_02_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow Two different Role for same arrangement,CIF No,CIF No,Add same customer for second role,System should not allow two different role for same customer,0.0,0.0
Functional Testing\OOB\0119,"Manage and Identify main holder of accounts, signing officers, representatives, power of attorney, etc.",T24Qa1,Functional Testing,Positive,OOB_119_02_Step 3,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow Two different Role for same arrangement,CIF No,CIF No,validate,System should not allow two different role for same customer,0.0,0.0
Functional Testing\OOB\0119,"Manage and Identify main holder of accounts, signing officers, representatives, power of attorney, etc.",T24Qa1,Functional Testing,Positive,OOB_119_03_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow same role for two customer,CIFNo.'s,CIF No,"Create arrangement with one of the Role from dropdown List
",System allow to create same Role for different customer except Beneficial Owner,0.0,0.0
Functional Testing\OOB\0119,"Manage and Identify main holder of accounts, signing officers, representatives, power of attorney, etc.",T24Qa1,Functional Testing,Positive,OOB_119_03_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow same role for two customer,CIFNo.'s,CIF No,Add another customer with same role,System allow to create same Role for different customer except Beneficial Owner,0.0,0.0
Functional Testing\OOB\0119,"Manage and Identify main holder of accounts, signing officers, representatives, power of attorney, etc.",T24Qa1,Functional Testing,Positive,OOB_119_03_Step 3,Verify if inactive accounts can be activated after user initiated activity - reactivation,Validate system allow same role for two customer,CIFNo.'s,CIF No,validate,System allow to create same Role for different customer except Beneficial Owner,0.0,0.0
Functional Testing\OOB\0120,"Define special accounts  with reporting for the underlying professional association (notary, sollicitor, etc.)",T24Qa1,Functional Testing,Positive,OOB_104_01_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to pay interest in some other account (Charity),"CIF no
Settlement account No",CIF No,Navigate arrangement for GIC,System allowed to Credit interest amount in particular settlement account,0.0,0.0
Functional Testing\OOB\0120,"Define special accounts  with reporting for the underlying professional association (notary, sollicitor, etc.)",T24Qa1,Functional Testing,Positive,OOB_104_01_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to pay interest in some other account (Charity),"CIF no
Settlement account No",CIF No,Input required information's,System allowed to Credit interest amount in particular settlement account,0.0,0.0
Functional Testing\OOB\0120,"Define special accounts  with reporting for the underlying professional association (notary, sollicitor, etc.)",T24Qa1,Functional Testing,Positive,OOB_104_01_Step 3,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to pay interest in some other account (Charity),"CIF no
Settlement account No",CIF No,Input settlement account for interest,System allowed to Credit interest amount in particular settlement account,0.0,0.0
Functional Testing\OOB\0120,"Define special accounts  with reporting for the underlying professional association (notary, sollicitor, etc.)",T24Qa1,Functional Testing,Positive,OOB_104_01_Step 4,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to pay interest in some other account (Charity),"CIF no
Settlement account No",CIF No,validate & commit,System allowed to Credit interest amount in particular settlement account,0.0,0.0
Functional Testing\OOB\0122,Keep a record about the account's intended use and monitor that it is being used in such purpose,T24Qa1,Functional Testing,Positive,OOB_122_01_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to input intoned to use,CIF no,CIF No,Create new arrangement,System should allow to input intend to use,0.0,0.0
Functional Testing\OOB\0122,Keep a record about the account's intended use and monitor that it is being used in such purpose,T24Qa1,Functional Testing,Positive,OOB_122_01_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to input intoned to use,CIF no,CIF No,Input required information ,System should allow to input intend to use,0.0,0.0
Functional Testing\OOB\0122,Keep a record about the account's intended use and monitor that it is being used in such purpose,T24Qa1,Functional Testing,Positive,OOB_122_01_Step 3,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to input intoned to use,CIF no,CIF No,Validate ,System should allow to input intend to use,0.0,0.0
Functional Testing\OOB\0122,Keep a record about the account's intended use and monitor that it is being used in such purpose,T24Qa1,Functional Testing,Positive,OOB_122_01_Step 4,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to input intoned to use,CIF no,CIF No,Select intend to use from dropdown,System should allow to input intend to use,0.0,0.0
Functional Testing\OOB\0122,Keep a record about the account's intended use and monitor that it is being used in such purpose,T24Qa1,Functional Testing,Positive,OOB_122_01_Step 5,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to input intoned to use,CIF no,CIF No,Input remaining information's,System should allow to input intend to use,0.0,0.0
Functional Testing\OOB\0122,Keep a record about the account's intended use and monitor that it is being used in such purpose,T24Qa1,Functional Testing,Positive,OOB_122_01_Step 6,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to input intoned to use,CIF no,CIF No,validate & commit,System should allow to input intend to use,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_123_01_Step 1,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to link line of credit,"CIF NO
Limit 
Account no (settlement)",CIF No,Create new arrangment from lending catalogue (LOC),System should allow to link single or multiple LOC's to one customer,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_123_01_Step 2,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to link line of credit,"CIF NO
Limit 
Account no (settlement)",CIF No,Input required informations,System should allow to link single or multiple LOC's to one customer,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_123_01_Step 3,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to link line of credit,"CIF NO
Limit 
Account no (settlement)",CIF No,Input settlment account from same customer,System should allow to link single or multiple LOC's to one customer,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_123_01_Step 4,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to link line of credit,"CIF NO
Limit 
Account no (settlement)",CIF No,validate & commit,System should allow to link single or multiple LOC's to one customer,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_123_01_Step 4,Verify if inactive accounts can be activated after user initiated activity - reactivation,Verify system allow to link line of credit,"CIF NO
Limit 
Account no (settlement)",CIF No,validate & commit,System should allow to link single or multiple LOC's to one customer,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_0135_03_Step 1,Create B2B HELOC arrangement for Personal CIF,Open HELOC Account type successfully,CIF and AA product are available,CUSTOMER = CURRENCY = CAD,Navigate to Product catalogue-create new B2B HELOC - -input CIF# -input currency-validate-,B2B HELOC Arrangement open for creation,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_0135_04_Step 1,Create LBC Demand arrangement for non-Personal CIF,Open Commercial Demand Account type successfully,CIF and AA product are available,CUSTOMER = CURRENCY = CAD,Navigate to Product catalogue-create new LBC Demand Loan- -input CIF# -input currency-validate-,LBC Demand Arrangement open for creation,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_0135_05_Step 1,Create 5YR GIC arrangement for Personal CIF,Open Deposit Account type successfully,CIF and AA product are available,CUSTOMER = CURRENCY = CAD,Navigate to Product catalogue-create new 5YR GIC - -input CIF# -input currency-validate-,5YR GIC Arrangement open for creation,0.0,0.0
Functional Testing\OOB\0123,Link  accounts to one or many lines of credit,T24Qa1,Functional Testing,Positive,OOB_0135_06_Step 1,Create RRSP Loan arrangement for Personal CIF,Open Invesment Loan Account type successfully,CIF and AA product are available,CUSTOMER = CURRENCY = CAD,Navigate to Product catalogue-create new RRSP Loan- -input CIF# -input currency-validate-,RRSP Loan Arrangement open for creation,0.0,0.0
Functional Testing\OOB\0136,"Allow the management of a fee schedule for each transaction, by branch/transit # and product type",T24Qa1,Functional Testing,Positive,OOB_136_01_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate different type of charges on products,Charge define ,CUSTOMER = CURRENCY = CAD, In product build system allow to define different charges ,System should allow to create different charges / Plan,0.0,0.0
Functional Testing\OOB\0136,"Allow the management of a fee schedule for each transaction, by branch/transit # and product type",T24Qa1,Functional Testing,Positive,OOB_136_02_Step 1,Create RRSP Loan arrangement for Personal CIF,"Validate different type of Transaction charges
ATM
Interact
Chq. Return
etc....",Charges define in product,CUSTOMER = CURRENCY = CAD,Input different transaction ,System should recover charges as per define in product,0.0,0.0
Functional Testing\OOB\0136,"Allow the management of a fee schedule for each transaction, by branch/transit # and product type",T24Qa1,Functional Testing,Positive,OOB_136_03_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system deduct Online charge,Charges define in product to recover Online,CUSTOMER = CURRENCY = CAD,Input different transaction ,System should charge online just after the transaction,0.0,0.0
Functional Testing\OOB\0136,"Allow the management of a fee schedule for each transaction, by branch/transit # and product type",T24Qa1,Functional Testing,Positive,OOB_136_04_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system deduct charges on day end,"Charges define in product to recover at end of day
Daily COB",CUSTOMER = CURRENCY = CAD,Input different transaction ,System should charge after COB,0.0,0.0
Functional Testing\OOB\0136,"Allow the management of a fee schedule for each transaction, by branch/transit # and product type",T24Qa1,Functional Testing,Positive,OOB_136_05_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system deduct charges on Month end,"Charges define in product to recover at month end.
Month end COB",CUSTOMER = CURRENCY = CAD,Input different transaction ,"System should charge aftermonthend COB.
",0.0,0.0
Functional Testing\OOB\0136,"Allow the management of a fee schedule for each transaction, by branch/transit # and product type",T24Qa1,Functional Testing,Positive,OOB_136_06_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system recover Monthly Fees,"Fees define in product
Month end COB",CUSTOMER = CURRENCY = CAD,Check fee base product,System should recover monthly fees,0.0,0.0
Functional Testing\OOB\0138,Allow the management of checking privileges parameter ( Yes / No indicator if checks are allowed or not on the account ),T24Qa1,Functional Testing,Positive,OOB_138_01_Step 1,Create RRSP Loan arrangement for Personal CIF,Verify system allow Y/N flag for Chq.'s,Product build,CUSTOMER = CURRENCY = CAD,In product level parameter for Chq allowed or not can be define,System allow Y/N flag for chq. Required,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_01_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow to overide charges for specific customer/account,CIF No,CUSTOMER = CURRENCY = CAD,"Create arrangment
 ",System should allow to override charges,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_01_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow to overide charges for specific customer/account,CIF No,CUSTOMER = CURRENCY = CAD,Remove desire charges for specific type of transaction,System should allow to override charges,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_01_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system allow to overide charges for specific customer/account,CIF No,CUSTOMER = CURRENCY = CAD,Commit & Auth,System should allow to override charges,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_02_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend the charges for specific account already exist,Account no.,Account no.,"Navigate to arrangement
",System should allow to amend the charges for existing account,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_02_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend the charges for specific account already exist,Account no.,Account no., update / waive new charges,System should allow to amend the charges for existing account,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_02_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend the charges for specific account already exist,Account no.,Account no.,Validate  and Commit,System should allow to amend the charges for existing account,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_03_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow to override Monthly fees,CIF No,Account no.,"Create arrangement
",System should allow to override Monthly fees,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_03_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow to override Monthly fees,CIF No,Account no.,Remove Monthly fees,System should allow to override Monthly fees,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_03_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system allow to override Monthly fees,CIF No,Account no.,Commit & Auth,System should allow to override Monthly fees,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_04_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend Monthly fees for specific account already exist,Account no.,Account no.,"Navigate to arrangement
",System should allow to override Monthly fees for exisisting account,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_04_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend Monthly fees for specific account already exist,Account no.,Account no.,update / waive new Fee,System should allow to override Monthly fees for exisisting account,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_04_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend Monthly fees for specific account already exist,Account no.,Account no.,"Validate, Commit & Auth",System should allow to override Monthly fees for exisisting account,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_05_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow to override new interest rate for specific account,CIF No,Account no.,"Create arrangement
",System should allow to override new interest rate,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_05_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow to override new interest rate for specific account,CIF No,Account no.,add new interest rate,System should allow to override new interest rate,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_05_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system allow to override new interest rate for specific account,CIF No,Account no.,Commit & Auth,System should allow to override new interest rate,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_06_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend interest rate specific account already exist,Account no.,Account no.,"Navigate to arrangement
",System should allow to amend the interest rate for existing account,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_06_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend interest rate specific account already exist,Account no.,Account no.,update new interest rate,System should allow to amend the interest rate for existing account,0.0,0.0
Functional Testing\OOB\0139,"Parameterize a threshold amount over which some type of transactions or account holding fees would be waved, or interest rates would be subsidized for certain types of accounts",T24Qa1,Functional Testing,Positive,OOB_139_06_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system allow to amend interest rate specific account already exist,Account no.,Account no.,"Validate, Commit & Auth",System should allow to amend the interest rate for existing account,0.0,0.0
Functional Testing\OOB\0146,Assign an overdraft protection to one account,T24Qa1,Functional Testing,Positive,OOB_146_01_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow to overdraft protection on Product level,Account no.,Account no.,Create Product and restrict for OD,System should allow to protect OD on specific product,0.0,0.0
Functional Testing\OOB\0146,Assign an overdraft protection to one account,T24Qa1,Functional Testing,Positive,OOB_146_02_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow  overdraft protection on Specific account,Account No.,Account no.,"Navigate to arrangement

",System should allow to protect OD on specific account,0.0,0.0
Functional Testing\OOB\0146,Assign an overdraft protection to one account,T24Qa1,Functional Testing,Positive,OOB_146_02_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow  overdraft protection on Specific account,Account No.,Account no.,check some specific activity for account level restriction,System should allow to protect OD on specific account,0.0,0.0
Functional Testing\OOB\0147,Parametrize the types of transactions that are blocked or allowed according to pre-defined business rules,T24Qa1,Functional Testing,Positive,OOB_147_01_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system only allow specific transactions,Account No.,Account no.,"Transaction control through SMS
",System should only allow required transaction,0.0,0.0
Functional Testing\OOB\0147,Parametrize the types of transactions that are blocked or allowed according to pre-defined business rules,T24Qa1,Functional Testing,Positive,OOB_147_01_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system only allow specific transactions,Account No.,Account no.,Only define transaction in product is allowed,System should only allow required transaction,0.0,0.0
Functional Testing\OOB\0148,Count transactions per type and allow users to see/validate the count of transactions per type of current and previous months based on pre-defined parameters,T24Qa1,Functional Testing,Positive,OOB_148_01_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system only allow specific transactions,Account No.,Account no.,Define Plan in Product Building,"System allowed in product building to count transaction for charges purpose
Can define charge plans according to no of free transactions",0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_01_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow Hold funds on account for specific time period  ,"Account Number
Amount
dates",Account no.,"Navigate to arrangement
",System should allow for amount hold for specific time,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_01_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow Hold funds on account for specific time period  ,"Account Number
Amount
dates",Account no.,update Block funds,System should allow for amount hold for specific time,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_01_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system allow Hold funds on account for specific time period  ,"Account Number
Amount
dates",Account no.,Validate  and Commit ,System should allow for amount hold for specific time,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_02_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system allow to remove Hold manually during hold period,"Account Number
Amount
dates",Account no.,"Navigate to arrangement
",System should allow manually remove block from account,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_02_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system allow to remove Hold manually during hold period,"Account Number
Amount
dates",Account no.,Remove Block funds,System should allow manually remove block from account,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_02_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system allow to remove Hold manually during hold period,"Account Number
Amount
dates",Account no.,Validate  and Commit ,System should allow manually remove block from account,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_03_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system should allow amendment of Funds,"Account Number
Amount
dates",Account no.,"Navigate to arrangement
",System should allow to amend funds,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_03_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system should allow amendment of Funds,"Account Number
Amount
dates",Account no.,Modify Block funds amount,System should allow to amend funds,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_03_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system should allow amendment of Funds,"Account Number
Amount
dates",Account no.,Validate  and Commit ,System should allow to amend funds,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_04_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system should allow amendment of Dates,"Account Number
Amount
dates",Account no.,"Navigate to arrangement
",System should allow to amend dates,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_04_Step 2,Create RRSP Loan arrangement for Personal CIF,Validate system should allow amendment of Dates,"Account Number
Amount
dates",Account no.,Modify  Block funds dates,System should allow to amend dates,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_04_Step 3,Create RRSP Loan arrangement for Personal CIF,Validate system should allow amendment of Dates,"Account Number
Amount
dates",Account no.,Validate  and Commit,System should allow to amend dates,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_05_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system not allowed posting of transaction for the hold amount,Account Number,Account no.,  Use FT for posting ,System should not pay amount from hold funds,0.0,0.0
Functional Testing\OOB\0151,Manage manual placement or removal of hold on funds,T24Qa1,Functional Testing,Positive,OOB_151_06_Step 1,Create RRSP Loan arrangement for Personal CIF,Validate system automatically remove hold after the specific time,"
COB",Account no.,After COB on specific date system allow remove the funds,System should remove Hold after expiry,0.0,0.0
